gene_ID	fit1_conv	fit0_conv	pval	padj	baseMean	log2FoldChange	gene
ENSG00000101255	TRUE	TRUE	7.01000681085864e-10	5.53700666175642e-07	198.904924805332	-2.09412187562157	TRIB3
ENSG00000211663	TRUE	TRUE	7.41901130835454e-10	5.71356608384654e-07	377.895895370826	3.10661284564768	IGLV3-19
ENSG00000211648	TRUE	TRUE	8.72341776453453e-10	6.55426546918259e-07	116.658858867352	2.97718940219374	IGLV1-47
ENSG00000171346	TRUE	TRUE	1.20517467834069e-09	8.63381534099648e-07	398.898239147173	2.52566363166319	KRT15
ENSG00000182752	TRUE	TRUE	1.2023870829748e-09	8.63381534099648e-07	388.361509262595	1.923528650276	PAPPA
ENSG00000211592	TRUE	TRUE	3.99905540854619e-09	2.79979322409694e-06	17165.9902601873	3.49220838157121	IGKC
ENSG00000240834	TRUE	TRUE	4.14150608915140e-09	2.83509100169575e-06	59.7315958724095	4.75009110878111	IGKV1D-12
ENSG00000231486	TRUE	TRUE	4.52563876106627e-09	3.03070221814449e-06	17426.8189161134	3.48621600894763	IGKJ5
ENSG00000180828	TRUE	TRUE	5.15833389205438e-09	3.38090373499436e-06	35.8095535249816	2.07487761362989	BHLHE22
ENSG00000155511	TRUE	TRUE	5.95394844240003e-09	3.82107045350277e-06	148.058663004366	-1.52862106777554	GRIA1
ENSG00000211965	TRUE	TRUE	6.20520936916298e-09	3.9010505023891e-06	91.2417857595699	3.61630261775507	IGHV3-49
ENSG00000241755	TRUE	TRUE	6.40605167219729e-09	3.94676843524075e-06	120.416981454124	3.18923865376044	IGKV1-9
ENSG00000163251	TRUE	TRUE	6.66276754738964e-09	3.98333148223071e-06	547.275422509616	-1.45857581559415	FZD5
ENSG00000242371	TRUE	TRUE	6.72401353923054e-09	3.98333148223071e-06	72.5209824371692	4.23282530000923	IGKV1-39
ENSG00000138772	TRUE	TRUE	7.82866857641195e-09	4.55022897162962e-06	754.910847980722	-1.37779579866446	ANXA3
ENSG00000118785	TRUE	TRUE	8.84762875321883e-09	5.04724451375752e-06	1115.76537613436	3.99871107501879	SPP1
ENSG00000104783	TRUE	TRUE	9.13103381134523e-09	5.11420902833618e-06	78.0525705021347	1.57274062960218	KCNN4
ENSG00000113805	TRUE	TRUE	1.02812678973543e-08	5.65561531389282e-06	75.7703449501151	1.54076881527312	CNTN3
ENSG00000211966	TRUE	TRUE	1.17750779925044e-08	6.3637066238438e-06	294.510055327871	3.33578336389299	IGHV5-51
ENSG00000188257	TRUE	TRUE	1.32378339825535e-08	7.03088751435449e-06	191.010266502945	2.65678852550235	PLA2G2A
ENSG00000230006	TRUE	TRUE	1.4350617120066e-08	7.49272475226496e-06	222.469502373405	2.32845050236443	ANKRD36BP2
ENSG00000224041	TRUE	TRUE	1.48099983046062e-08	7.60369996288991e-06	26.3546745076617	3.22769807567131	IGKV3D-15
ENSG00000138615	TRUE	TRUE	1.8033209133151e-08	9.10677061224127e-06	167.862231395947	2.18225890844364	CILP
ENSG00000196754	TRUE	TRUE	1.91332917003466e-08	9.50646856176091e-06	253.872992214749	3.3657159619042	S100A2
ENSG00000145536	TRUE	TRUE	1.94453060853055e-08	9.50813736441008e-06	37.6151650651415	2.04886531949143	ADAMTS16
ENSG00000115641	TRUE	TRUE	1.97726391245338e-08	9.5171273161135e-06	199.350228715084	1.66247579072623	FHL2
ENSG00000132639	TRUE	TRUE	2.92651758795204e-08	1.38694421995173e-05	27.304870819088	2.11166265478324	SNAP25
ENSG00000211670	TRUE	TRUE	3.25954817279963e-08	1.52136941610746e-05	45.776278215937	2.93590575609025	IGLV3-9
ENSG00000166961	TRUE	TRUE	3.68229305551231e-08	1.67681084059592e-05	218.346260286504	-2.22955065964956	MS4A15
ENSG00000211593	TRUE	TRUE	3.70144902322749e-08	1.67681084059592e-05	8.7108371969055	3.32820962966211	
ENSG00000169851	TRUE	TRUE	3.82599867691301e-08	1.708114336845e-05	234.877365693036	1.40542876683737	PCDH7
ENSG00000248890	TRUE	TRUE	4.21388482084895e-08	1.85441031294646e-05	98.9593215480855	-1.99265046503454	HHIP-AS1
ENSG00000064655	TRUE	TRUE	4.39630307299259e-08	1.85517967347311e-05	73.8894599175462	2.16313498397726	EYA2
ENSG00000120437	TRUE	TRUE	4.34570438397623e-08	1.85517967347311e-05	378.02708243356	-1.91060431270929	ACAT2
ENSG00000251546	TRUE	TRUE	4.35516302277003e-08	1.85517967347311e-05	37.9864555411126	3.61651987605408	IGKV1D-39
ENSG00000134762	TRUE	TRUE	4.95680926294015e-08	2.06343931547123e-05	167.997644606743	3.81414972483448	DSC3
ENSG00000182566	TRUE	TRUE	5.03254255146588e-08	2.06703297730542e-05	16.1849765460047	2.25694062119084	CLEC4G
ENSG00000134460	TRUE	TRUE	5.13295739218259e-08	2.08053621666033e-05	125.872208575179	2.77387307870225	IL2RA
ENSG00000156103	TRUE	TRUE	5.52660112230111e-08	2.18832621891482e-05	78.0534808830873	1.68561776230484	MMP16
ENSG00000161055	TRUE	TRUE	5.68304163327985e-08	2.18832621891482e-05	4084.19052235354	2.79177276629797	SCGB3A1
ENSG00000211668	TRUE	TRUE	5.56829355424172e-08	2.18832621891482e-05	196.732505052538	2.90338306962105	IGLV2-11
ENSG00000211937	TRUE	TRUE	5.63895821181556e-08	2.18832621891482e-05	193.257903491412	3.66192989402189	IGHV2-5
ENSG00000196611	TRUE	TRUE	5.8738157219119e-08	2.23386288041353e-05	582.990116914732	4.93683087361209	MMP1
ENSG00000187955	TRUE	TRUE	7.72343227092375e-08	2.90146745250983e-05	2007.03169493793	2.19925252878996	COL14A1
ENSG00000154764	TRUE	TRUE	7.88908060229259e-08	2.92798949341715e-05	72.3980322526462	-1.59683749279706	WNT7A
ENSG00000101443	TRUE	TRUE	8.30560742602318e-08	3.04588377093624e-05	409.971630277081	1.52866145017334	WFDC2
ENSG00000088882	TRUE	TRUE	8.613713117956e-08	3.12171097174864e-05	87.36568924226	1.76450150369088	CPXM1
ENSG00000164161	TRUE	TRUE	9.20565279063663e-08	3.29744342111118e-05	1135.92228912577	-2.00784288535442	HHIP
ENSG00000105855	TRUE	TRUE	9.34455700037064e-08	3.30872503903928e-05	305.187260742847	1.41724496655499	ITGB8
ENSG00000109654	TRUE	TRUE	9.65199986214841e-08	3.37874836083502e-05	1121.23974882798	1.18785257537483	TRIM2
ENSG00000095713	TRUE	TRUE	1.08951196181451e-07	3.77105797569617e-05	287.510518138693	-1.988600530652	CRTAC1
ENSG00000211943	TRUE	TRUE	1.21587564411756e-07	4.16167213522682e-05	119.875060903961	2.59959387760324	IGHV3-15
ENSG00000179913	TRUE	TRUE	1.2429888412363e-07	4.20772211585541e-05	52.7211143886731	2.50193772904003	B3GNT3
ENSG00000211962	TRUE	TRUE	1.29159022693658e-07	4.32472140660667e-05	100.815508398881	3.57134007658731	IGHV1-46
ENSG00000145113	TRUE	TRUE	1.37924212083804e-07	4.56259197129083e-05	1001.84985197437	2.68633372113852	MUC4
ENSG00000243466	TRUE	TRUE	1.39225335270683e-07	4.56259197129083e-05	769.615889346038	3.53140928448306	IGKV1-5
ENSG00000006016	TRUE	TRUE	1.44789866769678e-07	4.69500194298941e-05	132.437635562625	1.89243901713917	CRLF1
ENSG00000133116	TRUE	TRUE	1.48582568220637e-07	4.76779793128827e-05	133.123845083813	-1.60225009918694	KL
ENSG00000131435	TRUE	TRUE	1.53341392741339e-07	4.86977484886282e-05	130.304284210827	2.1893790952091	PDLIM4
ENSG00000160200	TRUE	TRUE	1.66576540545395e-07	5.1832225570716e-05	232.352305302483	-1.82259020573771	CBS
ENSG00000211660	TRUE	TRUE	1.65861658438588e-07	5.1832225570716e-05	839.081185416303	4.75487823833133	IGLV2-23
ENSG00000221866	TRUE	TRUE	1.69136409439002e-07	5.21024709276846e-05	276.595632906135	1.3543594575604	PLXNA4
ENSG00000167508	TRUE	TRUE	1.75886654021897e-07	5.36454294766786e-05	340.92344288033	-1.60747991319837	MVD
ENSG00000137573	TRUE	TRUE	1.87795262653287e-07	5.5776244176443e-05	645.398385653549	1.76003855185017	SULF1
ENSG00000155066	TRUE	TRUE	1.88304800985232e-07	5.5776244176443e-05	198.258771521659	2.21729012157917	PROM2
ENSG00000211895	TRUE	TRUE	1.8808658086348e-07	5.5776244176443e-05	7111.82766184543	2.40646343257631	IGHA1
ENSG00000149090	TRUE	TRUE	1.90506967137845e-07	5.58911154541077e-05	103.610921031973	1.67127215562063	PAMR1
ENSG00000256040	TRUE	TRUE	1.96003375020996e-07	5.69611695049226e-05	75.3961291458393	1.8253873189159	PAPPA-AS1
ENSG00000106537	TRUE	TRUE	2.01552405692098e-07	5.80263724985523e-05	733.385909024242	-1.3109916089351	TSPAN13
ENSG00000144278	TRUE	TRUE	2.21810299831031e-07	6.32672804286565e-05	35.1460241330318	-1.76204191987284	GALNT13
ENSG00000211662	TRUE	TRUE	2.63431561758979e-07	7.44496262383976e-05	328.568500725044	2.50674802103807	IGLV3-21
ENSG00000169860	TRUE	TRUE	2.70555639633721e-07	7.50852835938448e-05	154.919871373596	-1.49957604268752	P2RY1
ENSG00000242887	TRUE	TRUE	2.69791529545362e-07	7.50852835938448e-05	26.9454854344876	4.20183132607473	IGHJ3
ENSG00000111412	TRUE	TRUE	2.81504373752414e-07	7.74262699414564e-05	613.976147791595	-1.26196262654519	C12orf49
ENSG00000119280	TRUE	TRUE	3.04133231994906e-07	8.29099487752485e-05	1243.91841278845	-1.43297265942702	C1orf198
ENSG00000138821	TRUE	TRUE	3.13232206658306e-07	8.4001466328295e-05	2924.66498723213	-1.6877220170303	SLC39A8
ENSG00000211933	TRUE	TRUE	3.13590930944779e-07	8.4001466328295e-05	47.1654125390848	3.10323026989877	IGHV6-1
ENSG00000160285	TRUE	TRUE	3.30469161755181e-07	8.77595045505891e-05	1009.35977218657	-1.54175715744996	LSS
ENSG00000224373	TRUE	TRUE	3.36225013806647e-07	8.85248850454167e-05	285.232441123191	3.41882551942735	IGHV4-59
ENSG00000174951	TRUE	TRUE	3.39110138535819e-07	8.85278628609823e-05	114.745128688161	-1.50933716598668	FUT1
ENSG00000202364	TRUE	TRUE	3.48370400923746e-07	9.0181094121479e-05	28474.4255868421	-2.69259415719266	SNORD3A
ENSG00000186480	TRUE	TRUE	3.53208179650199e-07	9.06714831177032e-05	896.058544801887	-1.41784949953233	INSIG1
ENSG00000263934	TRUE	TRUE	3.65868386308062e-07	9.31452532249573e-05	28488.3779579226	-2.68945001095211	
ENSG00000244437	TRUE	TRUE	3.75978350854483e-07	9.49345335907569e-05	236.642228710406	3.54728581948842	IGKV3-15
ENSG00000112972	TRUE	TRUE	4.22286020156805e-07	0.000105760332121385	980.556562583547	-2.00174875546238	HMGCS1
ENSG00000123119	TRUE	TRUE	4.29252991204804e-07	0.000106638212855355	159.689195279082	-1.59815787501727	NECAB1
ENSG00000107562	TRUE	TRUE	4.34249992543596e-07	0.000107016568162444	529.794532446168	1.32505625294104	CXCL12
ENSG00000241119	TRUE	TRUE	4.61167298598087e-07	0.000112748084391382	67.5832911567164	3.071407253769	UGT1A9
ENSG00000106819	TRUE	TRUE	5.01526403535588e-07	0.000121649770558376	306.46620479183	1.83506718699003	ASPN
ENSG00000242515	TRUE	TRUE	5.83247994311796e-07	0.000140366831756054	74.1688759654822	3.06046234881425	UGT1A10
ENSG00000255282	TRUE	TRUE	6.01479129572062e-07	0.000143632283616026	93.7448372696322	4.0810119609751	WTAPP1
ENSG00000134121	TRUE	TRUE	6.62067279407198e-07	0.000156122257964308	393.448042820622	1.74241849390024	CHL1
ENSG00000179178	TRUE	TRUE	6.63918707785241e-07	0.000156122257964308	587.288257929525	-1.28911585103409	TMEM125
ENSG00000255177	TRUE	TRUE	7.07497978396461e-07	0.000165109660791689	155.375111602041	5.26462832850035	
ENSG00000244116	TRUE	TRUE	7.46788974505933e-07	0.000172968679395904	65.4486935105975	3.59557897455791	IGKV2-28
ENSG00000168952	TRUE	TRUE	8.04390541978629e-07	0.000183550004782605	232.352705264155	-1.5559491264943	STXBP6
ENSG00000181409	TRUE	TRUE	8.01972577901088e-07	0.000183550004782605	259.287033079953	-1.29055412082226	AATK
ENSG00000090104	TRUE	TRUE	8.10923527699473e-07	0.000183680141696928	1232.27840988788	2.10819298090005	RGS1
ENSG00000105641	TRUE	TRUE	8.64568399047805e-07	0.000194401675420932	46.7361885070532	2.79347350973246	SLC5A5
ENSG00000151718	TRUE	TRUE	8.73981850290493e-07	0.000195094281871005	1160.04611879898	-1.2201280458564	WWC2
ENSG00000132031	TRUE	TRUE	8.95212416677821e-07	0.000198395816516261	64.2567090336858	-2.12293089630966	MATN3
ENSG00000133083	TRUE	TRUE	9.10089693405744e-07	0.0002002522357526	279.72688172872	1.35031944369632	DCLK1
ENSG00000211973	TRUE	TRUE	9.27113382379289e-07	0.000202551260597121	696.256507360624	5.07239734765098	IGHV1-69
ENSG00000204308	TRUE	TRUE	9.46184300647366e-07	0.00020382662504505	1473.91499552839	-2.15713366985947	RNF5
ENSG00000242472	TRUE	TRUE	9.42635008287899e-07	0.00020382662504505	25.2253602304802	3.14844026162962	IGHJ5
ENSG00000117069	TRUE	TRUE	9.92851638525927e-07	0.000211008705350359	186.432085063613	-1.29539112735066	ST6GALNAC5
ENSG00000135052	TRUE	TRUE	9.94260938760075e-07	0.000211008705350359	524.656727806322	1.24241579588496	GOLM1
ENSG00000178934	TRUE	TRUE	1.00007372118658e-06	0.000211008705350359	5.57370747690182	4.18754050583397	LGALS7B
ENSG00000183508	TRUE	TRUE	1.02493941551399e-06	0.00021447750874917	759.88545815874	1.35095076379642	FAM46C
ENSG00000244694	TRUE	TRUE	1.03043893182526e-06	0.00021447750874917	53.1419657067074	2.00827959957134	PTCHD4
ENSG00000173898	TRUE	TRUE	1.15444265568014e-06	0.000238675208108903	267.914019340331	1.2604153065581	SPTBN2
ENSG00000211938	TRUE	TRUE	1.17245084460208e-06	0.000240076655085563	284.383462579573	3.00100218522893	IGHV3-7
ENSG00000261604	TRUE	TRUE	1.17680814536341e-06	0.000240076655085563	180.823796226039	-1.86818196158106	
ENSG00000211653	TRUE	TRUE	1.20644496395065e-06	0.000244503533648025	170.847776807023	2.92530255994903	IGLV1-40
ENSG00000090530	TRUE	TRUE	1.2428425637338e-06	0.000248608864778051	470.374060861771	-1.54981644210117	LEPREL1
ENSG00000181458	TRUE	TRUE	1.23488041637743e-06	0.000248608864778051	267.372892354434	1.89537607615294	TMEM45A
ENSG00000001630	TRUE	TRUE	1.29514220456958e-06	0.000257380771931192	1440.24508702713	-1.58155181533963	CYP51A1
ENSG00000101098	TRUE	TRUE	1.30340530502405e-06	0.000257380771931192	49.082259096811	-1.669026518271	RIMS4
ENSG00000241732	TRUE	TRUE	1.33635895839444e-06	0.000262207246581788	62.6285957002788	-1.47072364059363	
ENSG00000124813	TRUE	TRUE	1.35706607282972e-06	0.000264584939072909	145.679398557703	1.29914916513585	RUNX2
ENSG00000196917	TRUE	TRUE	1.39282897829351e-06	0.000268163104227072	46.8484980812493	1.62211205698912	HCAR1
ENSG00000240224	TRUE	TRUE	1.38827840833143e-06	0.000268163104227072	73.0113658072464	3.08175055095783	UGT1A5
ENSG00000243238	TRUE	TRUE	1.51030569449451e-06	0.000288974949806854	95.9629975612162	2.70273408116386	IGKV2-30
ENSG00000141753	TRUE	TRUE	1.54391454982465e-06	0.000293582022884866	3506.69267632685	1.1208475900671	IGFBP4
ENSG00000136689	TRUE	TRUE	1.57858255084647e-06	0.000296513630968449	194.043589706161	1.9384518694682	IL1RN
ENSG00000211644	TRUE	TRUE	1.574988813789e-06	0.000296513630968449	199.771989439144	3.23998894617744	IGLV1-51
ENSG00000129474	TRUE	TRUE	1.63359379736846e-06	0.000304987011684457	310.529387132286	-1.33469482712603	AJUBA
ENSG00000134247	TRUE	TRUE	1.65948781131667e-06	0.000307954951973554	687.910529416111	1.15415708969798	PTGFRN
ENSG00000241635	TRUE	TRUE	1.68515613617373e-06	0.00031084571721456	82.9097938776441	2.8358308141687	UGT1A1
ENSG00000211959	TRUE	TRUE	1.75880815506914e-06	0.000322500507243481	379.235509110348	3.42460205246735	IGHV4-39
ENSG00000211899	TRUE	TRUE	1.79499949195698e-06	0.0003270924477152	2049.40196389663	2.52385293695417	IGHM
ENSG00000244474	TRUE	TRUE	1.80508735957098e-06	0.0003270924477152	73.9789876663535	3.08739106677711	UGT1A4
ENSG00000233251	TRUE	TRUE	1.92946994583358e-06	0.000347586676499436	48.3573777880044	-1.44009814365923	
ENSG00000049089	TRUE	TRUE	2.12530670903472e-06	0.000379441805059596	104.67273433391	1.42597996590452	COL9A2
ENSG00000171889	TRUE	TRUE	2.13093433777991e-06	0.000379441805059596	8.5061731477857	2.98900855323083	MIR31HG
ENSG00000114790	TRUE	TRUE	2.23536798491921e-06	0.000395750061927795	701.043403733223	-1.24100522645175	ARHGEF26
ENSG00000120156	TRUE	TRUE	2.39763347444441e-06	0.000422051995315772	591.936042217501	-1.67994578170569	TEK
ENSG00000138271	TRUE	TRUE	2.4729443268575e-06	0.000430390112931328	27.3956611875404	3.03419028303868	GPR87
ENSG00000197506	TRUE	TRUE	2.46090494741166e-06	0.000430390112931328	52.7403665346672	2.18298164852115	SLC28A3
ENSG00000205076	TRUE	TRUE	2.50171526007987e-06	0.000432951340375059	4.91594455327507	Inf	LGALS7
ENSG00000170290	TRUE	TRUE	2.56392304253535e-06	0.000438786940696118	11.3927770212614	2.27568333663396	SLN
ENSG00000257202	TRUE	TRUE	2.5619505339733e-06	0.000438786940696118	38.7742263403728	-1.19899667350017	
ENSG00000154096	TRUE	TRUE	2.62414243885182e-06	0.000442396161283316	468.755404260798	1.53771409112304	THY1
ENSG00000211598	TRUE	TRUE	2.64245718799319e-06	0.000442396161283316	610.909716299782	3.01855435066863	IGKV4-1
ENSG00000211964	TRUE	TRUE	2.61535646709791e-06	0.000442396161283316	101.237333253206	2.97626067209898	IGHV3-48
ENSG00000214338	TRUE	TRUE	2.64075230861944e-06	0.000442396161283316	501.216043623451	-1.58144560364223	SOGA3
ENSG00000164211	TRUE	TRUE	2.66394051531584e-06	0.000443582094996241	405.670216522881	-1.26581065782138	STARD4
ENSG00000099958	TRUE	TRUE	2.98174321510493e-06	0.000493371982326576	89.8878810900238	1.55642089894188	DERL3
ENSG00000108176	TRUE	TRUE	2.99498655072455e-06	0.000493371982326576	28.6902497037165	1.73816705991169	DNAJC12
ENSG00000255330	TRUE	TRUE	3.02931836546902e-06	0.000496373150256772	498.001675607468	-1.58937987393029	
ENSG00000168539	TRUE	TRUE	3.06313184619698e-06	0.000499258076836497	22.8611081243644	-1.90577048083322	CHRM1
ENSG00000137203	TRUE	TRUE	3.11097739080379e-06	0.000504387676440583	34.4660557178541	2.0386643184478	TFAP2A
ENSG00000178585	TRUE	TRUE	3.17890916874557e-06	0.000512703125357107	316.538557602507	-1.43198666516308	CTNNBIP1
ENSG00000248433	TRUE	TRUE	3.23053196921579e-06	0.000518315298498397	33.0934414480164	-1.49903031721338	
ENSG00000242366	TRUE	TRUE	3.29790221818518e-06	0.000526382786690127	67.932816056078	3.08588519304381	UGT1A8
ENSG00000113161	TRUE	TRUE	3.4595695944229e-06	0.000549340419361843	716.169030392403	-1.37364904332796	HMGCR
ENSG00000241095	TRUE	TRUE	3.57197565673355e-06	0.000564280564644497	28.6446701680588	-1.43579481500237	
ENSG00000243135	TRUE	TRUE	3.59366543677407e-06	0.000564810529488905	71.246822330794	3.13778222913709	UGT1A3
ENSG00000211666	TRUE	TRUE	3.63543658692069e-06	0.000568475249035999	535.086713480219	3.0107934183389	IGLV2-14
ENSG00000105369	TRUE	TRUE	3.7535481543628e-06	0.00058398005502599	63.8165350447248	2.62287784791082	CD79A
ENSG00000259583	TRUE	TRUE	3.87781104012429e-06	0.000600281251713712	413.499522612219	2.26180927444872	
ENSG00000122679	TRUE	TRUE	4.08187484396275e-06	0.000625582858548619	384.937988285782	-2.29586971476387	RAMP3
ENSG00000167165	TRUE	TRUE	4.0779690165306e-06	0.000625582858548619	112.604809479035	2.86636711854387	UGT1A6
ENSG00000171408	TRUE	TRUE	4.20069933590712e-06	0.000640606648725836	115.899171058266	1.45234110229289	PDE7B
ENSG00000254429	TRUE	TRUE	4.38528528876912e-06	0.000665461641973068	61.7241576131891	-1.60960027081562	
ENSG00000044524	TRUE	TRUE	4.50307352934641e-06	0.000676669171080567	186.495465176578	1.89672571907088	EPHA3
ENSG00000211677	TRUE	TRUE	4.48410147020014e-06	0.000676669171080567	769.407250245979	2.38863144930288	IGLC2
ENSG00000211651	TRUE	TRUE	4.66644671851318e-06	0.000697815005649507	165.378755127362	2.94454906380609	IGLV1-44
ENSG00000084710	TRUE	TRUE	4.83020953516906e-06	0.00071881451560813	93.973294998452	-1.41236114147108	EFR3B
ENSG00000081052	TRUE	TRUE	4.90194017830799e-06	0.000720810933866403	753.400930898216	-1.1600537670999	COL4A4
ENSG00000112902	TRUE	TRUE	4.89314543697534e-06	0.000720810933866403	1030.66338878515	-1.22043339270634	SEMA5A
ENSG00000154319	TRUE	TRUE	4.9561993238276e-06	0.000720810933866403	214.586466921845	-1.73727866953208	FAM167A
ENSG00000184254	TRUE	TRUE	4.95804448934524e-06	0.000720810933866403	837.541924402478	2.39865324131976	ALDH1A3
ENSG00000223989	TRUE	TRUE	4.96062061287705e-06	0.000720810933866403	32.049984091244	-1.5489722034917	
ENSG00000106809	TRUE	TRUE	5.00648493296104e-06	0.000724059945351479	302.320253936116	1.64500797486413	OGN
ENSG00000154856	TRUE	TRUE	5.25250474265969e-06	0.000756090694381457	313.367038492029	1.19213510447173	APCDD1
ENSG00000211669	TRUE	TRUE	5.31244404305474e-06	0.000761162040680471	66.8965504544275	2.73625422525982	IGLV3-10
ENSG00000259417	TRUE	TRUE	5.34962056094848e-06	0.000762940098981564	59.3324716735487	-0.734321272906905	
ENSG00000240720	TRUE	TRUE	5.71905411005149e-06	0.000811868487834729	1275.77054151137	-1.54994118991864	LRRD1
ENSG00000149043	TRUE	TRUE	6.26272250767974e-06	0.000884968655270984	129.932155849155	1.72913012825333	SYT8
ENSG00000186704	TRUE	TRUE	6.29498321783575e-06	0.000885465561759956	104.981196565837	1.29312588847157	DTX2P1
ENSG00000117983	TRUE	TRUE	6.49575677308382e-06	0.000905437952012883	3402.09845949826	4.63289897497823	MUC5B
ENSG00000186340	TRUE	TRUE	6.4854095076966e-06	0.000905437952012883	975.706541699858	0.828313161653441	THBS2
ENSG00000146072	TRUE	TRUE	6.62058464420758e-06	0.000918680675517183	514.187104690022	1.12011725636972	TNFRSF21
ENSG00000091428	TRUE	TRUE	6.74970283850773e-06	0.000928966921071916	250.510454039948	-1.10834346562901	RAPGEF4
ENSG00000164741	TRUE	TRUE	6.75502646713551e-06	0.000928966921071916	3041.24061412795	-1.13110116645978	DLC1
ENSG00000110848	TRUE	TRUE	6.87130052946352e-06	0.000940757390267216	264.309052450607	1.38121617981034	CD69
ENSG00000259721	TRUE	TRUE	6.93458916361609e-06	0.00094522132382829	8.43794234176269	2.27381436036443	
